CASNumber	CASStandard	ChemicalNumber	Category	SortCAS	SortName	FullChemicalName	Chemical	Added	ToxicitySource	RfCInhale	RfCUF	RfCMF	RfCConf	RfCSource	RfCListingDate	RFDOral	RfDUF	RfDMF	RfDConf	RfDListingDate	RfDSource	UnitRiskInhale	QSTAROral	WOE	UnitRiskListingDate	UnitRiskSource	QStarListingDate	QStarSource	WOEListingDate	WOESource	ITW	OTW	ToxicityClassOral	ToxicityClassInhale	ToxicityCategory	AirDecay	Koc	H2ODecay	LOGKow	Kd	WaterSolubility	POTWPartitionRemoval	POTWPartitionSludge	POTWPartitionVolat	POTWPartitionBiod	IncineratorDRE	BCF	Henrys	MCL	MolecularWeight	T33_50Flag	HAPFlag	CAAFlag	PriorityPollutantFlag	SDWAFlag	CERCLAFlag	OSHACarcinogens	ExpansionFlag	CoreChemicalFlag	MiniCoreChemicalFlag	Core98ChemicalFlag	HPVFlag	HPVChallenge	PBTFlag	Metal	UserTag1	UserTag2	UserTag3	UserTag4	UserTag5	HasTox	MaxTW
"106934"	"106-93-4"	193	"<Not Assigned>"	106934	"Dibromoethane, 1,2-"	"1,2-Dibromoethane"	"1,2-Dibromoethane"	1987	"IRIS 6/2000, CalEPA 11/2003"	8.0E-4				"CalEPA"	"12/2001"							0.22	85.0	"B2"	"7/1/1997"	"IRIS"	"7/1/1997"	"IRIS"	"7/1/1997"	"IRIS"	2300	170000	"Carcinogen"	"Non-carcinogen"	"Mixed"	6.75E-4	58	9.9E-6	1.96		4150	54.38	2.24	25.78	71.97	99.0	10	0.0006670000000000001	5.0E-5	187.86	0	1	0	0	1	1	1	0	1	1	1	1	"0"	0	"CNM"						1	170000
"124732"	"124-73-2"	194	"<Not Assigned>"	124732	"Dibromotetrafluoroethane"	"Dibromotetrafluoroethane"	"1,2-Dibromotetrafluoroethane"	1991																													1200		2.96		11.19	98.48	2.39	96.3	1.31	99.0	100	0.162		259.82	0	0	0	0	0	0	0	0	0	1	1	0		0	"NM"						0	
"84742"	"84-74-2"	195	"<Not Assigned>"	84742	"Dibutyl phthalate"	"Dibutyl phthalate"	"Dibutyl phthalate"	1987	"IRIS 4/1997"							0.1	1000	1	"L"	"8/1/1990"	"IRIS"			"D"					"2/1/1993"	"IRIS"	5	5	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.025	3400	7.9E-6	4.5		11.200000000000001	99.22	29.61	0.0	70.38	99.0	866	0.00000181		278.35	0	1	0	1	0	1	0	0	1	1	1	1	"2"	0	"CNM"						1	5
"1918009"	"1918-00-9"	196	"<Not Assigned>"	1918009	"Dicamba (3,6-Dichloro-2-methoxybenzoic acid)"	"3,6-Dichloro-2-methoxybenzoic acid"	"Dicamba"	1995	"OPP 11/2003"							0.45	100			"5/2002"	"OPP"			"D"					"7/29/1996"	"OPP"	1.1	1.1	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.00805	5.5		2.21		8310	47.23	3.35	0.0	96.65	99.0	28	0.00000000218		221.04	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	1.1
"99309"	"99-30-9"	197	"<Not Assigned>"	99309	"Dichloran (2,6-Dichloro-4-nitroaniline)"	"2,6-Dichloro-4-nitroaniline"	"Dichloran"	1995	"OPP 11/2003"							0.025	100			"7/2001"	"OPP"										20	20	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	3.73E-4	5000		2.8		7	51.39	5.39	0.0	94.59	99.0	79	0.0000000467		207.02	0	0	0	0	0	0	0	1	0	1	1	1	"0"	0	"NM"						1	20
"422560"	"422-56-0"	198	"<Not Assigned>"	422560	"Dichloro-1,1,1,2,2-pentafluoropropane, 3,3- (HCFC-225ca)"	"3,3-Dichloro-1,1,1,2,2-pentafluoropropane (HCFC-225ca)"	"3,3-Dichloro-1,1,1,2,2-pentafluoropropane (HCFC-22"	1995																												1.35E-5	1220	1.87E-7	3.14		15.9	99.51	3.34	95.61	1.05	99.0	140	0.502		202.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"422480"	"422-48-0"	199	"<Not Assigned>"	422480	"Dichloro-1,1,1,2,3-pentafluorpropane, 2,3- (HCFC-225ba)"	"2,3-Dichloro-1,1,1,2,3-pentafluoropropane (HCFC-225ba)"	"2,3-Dichloro-1,1,1,2,3-pentafluoropropane (HCFC-22"	1995																													1220		3.14			99.51	3.34	95.61	1.05	99.0	140	0.502		202.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"128903219"	"128903-21-9"	200	"<Not Assigned>"	128903219	"Dichloro-1,1,1,3,3-pentafluoropropane (HCFC-225aa)"	"2,2-Dichloro-1,1,1,3,3-pentafluoropropane (HCFC-225aa)"	"2,2-Dichloro-1,1,1,3,3-pentafluoropropane (HCFC-22"	1995																												1.16E-5	1220	0.0223	3.14		15.9	99.51	3.34	95.61	1.05	99.0	140	0.502		202.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"306832"	"306-83-2"	201	"<Not Assigned>"	306832	"Dichloro-1,1,1-trifluoroethane, 2,2-"	"2,2-Dichloro-1,1,1-trifluoroethane"	"2,2-Dichloro-1,1,1-trifluoroethane"	1994																												9.83E-5	79	5.88E-7	2.17		1488	97.43	0.66	98.0	1.34	99.0	26	0.0256		152.93	0	0	0	0	0	0	0	0	0	1	1	1	"4"	0	"NM"						0	
"507551"	"507-55-1"	202	"<Not Assigned>"	507551	"Dichloro-1,1,2,2,3-pentafluoropropane, 1,3- (HCFC-225cb)"	"1,3-Dichloro-1,1,2,2,3-pentafluoropropane (HCFC-225cb)"	"1,3-Dichloro-1,1,2,2,3-pentafluoropropane"	1995																												3.37E-6	1220	4.34E-7	3.14		15.9	99.51	3.34	95.61	1.05	99.0	140	0.502		202.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"422446"	"422-44-6"	203	"<Not Assigned>"	422446	"Dichloro-1,1,2,3,3-pentafluoropropane, 1,2- (HCFC-225bb)"	"1,2-Dichloro-1,1,2,3,3-pentafluoropropane (HCFC-225bb)"	"1,2-Dichloro-1,1,2,3,3-pentafluoropropane (HCFC-22"	1995																												1.16E-5	1220	0.0223	3.14		15.9	99.51	3.34	95.61	1.05	99.0	140	0.502		202.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"136013791"	"136013-79-1"	204	"<Not Assigned>"	136013791	"Dichloro-1,1,2,3,3-pentafluoropropane,1,3- (HCFC-225ea)"	"1,3-Dichloro-1,1,2,3,3-pentafluoropropane (HCFC-225ea)"	"1,3-Dichloro-1,1,2,3,3-pentafluoropropane (HCFC-22"	1995																												4.73E-7	1220	8.79E-5	3.14		15.9	99.51	3.34	95.61	1.05	99.0	140	0.502		202.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"354234"	"354-23-4"	205	"<Not Assigned>"	354234	"Dichloro-1,1,2-trifluoroethane, 1,2-"	"1,2-Dichloro-1,1,2-trifluoroethane"	"1,2-Dichloro-1,1,2-trifluoroethane"	1994																												3.32E-5	361	0.00877	2.17		186	97.43	0.66	98.0	1.34	99.0	26	0.0955		152.93	0	0	0	0	0	0	0	0	0	1	1	0		0	"NM"						0	
"90454185"	"90454-18-5"	206	"<Not Assigned>"	90454185	"Dichloro-1,1,2-trifluoroethane"	"Dichloro-1,1,2-trifluoroethane"	"Dichloro-1,1,2-trifluoroethane"	1994																													361		2.17			97.43	0.66	98.0	1.34	99.0	26	0.0955		152.93	0	0	0	0	0	0	0	0	0	1	1	0		0	"NM"						0	
"431867"	"431-86-7"	207	"<Not Assigned>"	431867	"Dichloro-1,1,3,3,3-pentafluoropropane, 1,2- (HCFC-225da)"	"1,2-Dichloro-1,1,3,3,3-pentafluoropropane (HCFC-225da)"	"1,2-Dichloro-1,1,3,3,3-pentafluoropropane (HCFC-22"	1995																													1220		3.14			99.51	3.34	95.61	1.05	99.0	140	0.502		202.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"1649087"	"1649-08-7"	208	"<Not Assigned>"	1649087	"Dichloro-1,1-difluoroethane, 1,2- (HCFC-132b)"	"1,2-Dichloro-1,1-difluoroethane (HCFC-132b)"	"1,2-Dichloro-1,1-difluoroethane"	1995																												4.32E-5	98	3.38E-8	2.31		999	95.06	0.85	97.04	2.1	99.0	34	0.048		134.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"13474889"	"13474-88-9"	209	"<Not Assigned>"	13474889	"Dichloro-1,2,2,3,3-pentafluoropropane, 1,1- (HCFC-225cc)"	"1,1-Dichloro-1,2,2,3,3-pentafluoropropane (HCFC-225cc)"	"1,1-Dichloro-1,2,2,3,3-pentafluoropropane (HCFC-22"	1995																												8.34E-7	1220	2.82E-6	3.14		15.9	99.51	3.34	95.61	1.05	99.0	140	0.502		202.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"812044"	"812-04-4"	210	"<Not Assigned>"	812044	"Dichloro-1,2,2-trifluoroethane (HCFC-123b)"	"1,1-Dichloro-1,2,2-trifluoroethane (HCFC-123b)"	"1,1-Dichloro-1,2,2-trifluoroethane (HCFC-123b)"	1994																													361		2.17			97.43	0.66	98.0	1.34	99.0	26	0.0955		152.93	0	0	0	0	0	0	0	0	0	1	1	0		0	"NM"						0	
"111512562"	"111512-56-2"	211	"<Not Assigned>"	111512562	"Dichloro-1,2,3,3,3-pentafluoropropane, 1,1- (HCFC-225eb)"	"1,1-Dichloro-1,2,3,3,3-pentafluoropropane (HCFC-225eb)"	"1,1-Dichloro-1,2,3,3,3-pentafluoropropane (HCFC-22"	1995																												1.54E-6	1220	0.00219	3.14		15.9	99.51	3.34	95.61	1.05	99.0	140	0.502		202.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"1717006"	"1717-00-6"	212	"<Not Assigned>"	1717006	"Dichloro-1-fluoroethane, 1,1-"	"1,1-Dichloro-1-fluoroethane"	"1,1-Dichloro-1-fluoroethane"	1994																												1.89E-5	57	2.68E-12	2.37		2632	90.83	1.07	95.38	3.56	99.0	37	0.0241		116.95	0	0	0	0	0	0	0	0	0	1	1	1	"2,4"	0	"NM"						0	
"764410"	"764-41-0"	213	"<Not Assigned>"	764410	"Dichloro-2-butene, 1,4-"	"1,4-Dichloro-2-butene"	"1,4-Dichloro-2-butene"	1994	"HEAST 7/1997"													2.6		"B2"	"7/1/1997"	"HEAST"			"7/1997"	"HEAST"	19000	19000	"Carcinogen*"	"Carcinogen"	"Carcinogen"	0.096	130	0.0090	2.6		580	90.12	1.49	82.28	16.22	99.0	56	0.00851		125.0	0	0	0	0	0	1	0	0	0	1	1	1	"2,4"	0	"NM"						1	19000
"95501"	"95-50-1"	214	"<Not Assigned>"	95501	"Dichlorobenzene, 1,2-"	"1,2-Dichlorobenzene"	"1,2-Dichlorobenzene"	1987	"IRIS 4/1997"							0.09	1000	1	"L"	"3/1/1991"	"IRIS"			"D"					"1/1/1991"	"IRIS"	5.6000000000000005	5.6000000000000005	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.00113	290	9.0E-8	3.43		156	73.77	10.0	28.37	61.64	99.0	150	0.00192	0.6	147.0	0	0	0	1	1	1	0	0	1	1	1	1	"2"	0	"CNM"						1	5.6000000000000005
"106467"	"106-46-7"	215	"<Not Assigned>"	106467	"Dichlorobenzene, 1,4-"	"1,4-Dichlorobenzene"	"1,4-Dichlorobenzene"	1987	"IRIS 4/1997, CalEPA 5/2001, HEAST 7/1997"	0.8	100	1	"M"	"IRIS"	"11/1/1996"							0.011	0.024	"C"	"4/1999"	"CalEPA"	"7/1997"	"HEAST"	"7/1997"	"HEAST"	7.9	4.8	"Carcinogen"	"Carcinogen"	"Carcinogen"	8.64E-4	900	9.0E-8	3.44		81.3	75.34	9.85	32.51	57.65	99.0	150	0.00241	0.075	147.0	0	1	0	1	1	1	1	0	1	1	1	1	"2"	0	"CNM"						1	7.9
"541731"	"541-73-1"	216	"<Not Assigned>"	541731	"Dichlorobenzene, 1,3-"	"1,3-Dichlorobenzene"	"1,3-Dichlorobenzene"	1987	"final derived, interim derived"	0.2			"L"	"interim derived"		0.09	1000	1	"L"		"final derived"		0.024	"B2"				"final derived"		"final derived"	9	48	"Carcinogen"	"Non-carcinogen"	"Mixed"	0.00194	375	9.0E-9	3.53		125	76.9	10.48	31.64	57.88	99.0	575	0.00263		147.0	0	0	0	1	0	1	0	0	1	1	1	1	"0"	0	"CNM"						1	48
"25321226"	"25321-22-6"	217	"<Not Assigned>"	25321226	"Dichlorobenzene (mixed isomers)"	"Dichlorobenzene (mixed isomers)"	"Dichlorobenzene (mixed isomers)"	1987	"final derived, interim derived"	0.2			"L"	"interim derived"		0.09	1000	1	"L"		"final derived"		0.024	"B2"				"final derived"		"final derived"	9	48	"Carcinogen"	"Non-carcinogen"	"Mixed"	0.00113	390		3.28		80	75.23	10.46	29.48	60.06	99.0	180	0.00355		441.01	0	0	0	0	0	1	1	0	1	1	1	0		0	"CNM"						1	48
"91941"	"91-94-1"	218	"<Not Assigned>"	91941	"Dichlorobenzidine, 3,3'-"	"3,3'-Dichlorobenzidine"	"3,3'-Dichlorobenzidine"	1987	"IRIS 4/1997, CalEPA 5/2001"					"IRIS"	"11/1/1991"							0.34	0.45	"B2"	"4/1999"	"CalEPA"	"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	2400	900	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.107	47000		3.51		3.1	68.37	13.21	0.0	86.78	99.0	329	0.0000000000284		253.13	0	1	0	1	0	1	1	0	1	1	1	0		0	"CNM"						1	2400
"612839"	"612-83-9"	219	"<Not Assigned>"	612839	"Dichlorobenzidine dihydrochloride, 3,3'-"	"3,3'-Dichlorobenzidine dihydrochloride"	"3,3'-Dichlorobenzidine dihydrochloride"	1995																												0.00151	1930		0.45		3590	68.37	13.21	0.0	86.78	99.0	270	0.000000000000000000244		326.05	0	0	0	0	0	0	1	1	0	1	1	1	"0"	0	"NM"						0	
"64969342"	"64969-34-2"	220	"<Not Assigned>"	64969342	"Dichlorobenzidine sulfate"	"3,3'-Dichlorobenzidine sulfate"	"3,3'-Dichlorobenzidine sulfate"	1995																												0.107	1930		3.21		22.9	68.37	13.21	0.0	86.78	99.0	270	0.0000000000284		253.13	0	0	0	0	0	0	1	1	0	1	1	0		0	"NM"						0	
"75274"	"75-27-4"	221	"<Not Assigned>"	75274	"Dichlorobromomethane"	"Dichlorobromomethane"	"Dichlorobromomethane"	1987	"IRIS 4/1997"							0.02	1000	1	"M"	"3/1/1991"	"IRIS"		0.062	"B2"			"3/1/1993"	"IRIS"	"3/1/1993"	"IRIS"	120	120	"Carcinogen"	"Carcinogen*"	"Carcinogen"	2.12E-4	53	5.8E-7	2.0		3032	64.24	1.68	49.67	48.63	99.0	19	0.00212	0.08	163.83	0	0	0	1	1	1	1	0	1	1	1	0		0	"CNM"						1	120
"107062"	"107-06-2"	222	"<Not Assigned>"	107062	"Dichloroethane, 1,2-"	"1,2-Dichloroethane"	"1,2-Dichloroethane"	1987	"IRIS 4/1997, CalEPA 5/2001"	0.4				"CalEPA"	"1/2001"							0.026	0.091	"B2"	"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	190	180	"Carcinogen"	"Carcinogen"	"Carcinogen"	6.7E-4	37	1.69E-10	1.48		8520	58.03	1.69	37.34	60.97	99.0	2	0.00118	0.0050	98.96	0	1	0	1	1	1	1	0	1	1	1	1	"2,4"	0	"CNM"						1	190
"540590"	"540-59-0"	223	"<Not Assigned>"	540590	"Dichloroethylene, 1,2-"	"1,2-Dichloroethylene"	"1,2-Dichloroethylene"	1987	"HEAST 7/1997"							0.0090	1000			"7/1997"	"HEAST"										56	56	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.00717	49		1.86		3500	72.25	1.4	64.18	34.42	99.0	15	0.00408	0.1	96.94	0	0	0	0	1	0	0	0	1	1	1	0		0	"CNM"						1	56
"75434"	"75-43-4"	224	"<Not Assigned>"	75434	"Dichlorofluoromethane (HCFC-21)"	"Dichlorofluoromethane (HCFC-21)"	"Dichlorofluoromethane"	1995																												8.18E-5	19	6.49E-6	1.55		18800	71.35	1.09	87.5	11.41	99.0	8.9	0.0108		120.92	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"75092"	"75-09-2"	225	"<Not Assigned>"	75092	"Dichloromethane"	"Dichloromethane"	"Dichloromethane"	1987	"IRIS 4/1997, ATSDR 4/2001"	1.04	30			"ATSDR"	"9/2000"	0.06	100	1	"M"	"3/1/1988"	"IRIS"	4.7E-4	0.0075	"B2"	"2/1/1995"	"IRIS"	"2/1/1995"	"IRIS"	"2/1/1995"	"IRIS"	3.4	15	"Carcinogen"	"Carcinogen"	"Carcinogen"	3.83E-4	28	1.2E-7	1.25		13000	81.57	0.67	31.68	67.65	99.0	5.2	0.00325	0.0050	84.93	1	1	0	1	1	1	1	0	1	1	1	1	"2,4"	0	"CNM"						1	15
"127564925"	"127564-92-5"	226	"<Not Assigned>"	127564925	"Dichloropentafluoropropane"	"Dichloropentafluoropropane"	"Dichloropentafluoropropane"	1995																													1220		3.14			99.51	3.34	95.61	1.05	99.0	140	0.502		202.94	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"97234"	"97-23-4"	227	"<Not Assigned>"	97234	"Dichlorophene (2,2'-Methy"	"Dichlorophene (2,2'-Methylenebis(4-chlorophenol)"	"Dichlorophene"	1995																												0.0673	670		4.26		30	78.05	40.23	0.0	59.77	99.0	1000	0.00000000000115		269.13	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"120832"	"120-83-2"	228	"<Not Assigned>"	120832	"Dichlorophenol, 2,4-"	"2,4-Dichlorophenol"	"2,4-Dichlorophenol"	1987	"IRIS 4/1997"							0.0030	100	1	"L"	"6/30/1988"	"IRIS"										170	170	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.00286	1570		3.06		4500	94.76	2.63	0.021	97.34	99.0	62	0.00000551		163.0	0	0	0	1	0	1	0	0	1	1	1	1	"2,4"	0	"CNM"						1	170
"78875"	"78-87-5"	229	"<Not Assigned>"	78875	"Dichloropropane, 1,2-"	"1,2-Dichloropropane"	"1,2-Dichloropropane"	1987	"IRIS 4/1997, ATSDR 4/2001, HEAST 7/1997"	0.0040	300	1	"M"	"IRIS"	"12/1/1991"	0.09	1000			"12/1989"	"ATSDR"		0.068	"B2"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	450	140	"Carcinogen"	"Non-carcinogen"	"Mixed"	0.00119	27	5.0E-6	1.98		2800	67.88	1.83	55.36	42.81	99.0	10	0.00282	0.0050	112.99	0	1	0	1	1	1	0	0	1	1	1	1	"2,4"	0	"CNM"						1	450
"78886"	"78-88-6"	230	"<Not Assigned>"	78886	"Dichloropropene"	"2,3-Dichloropropene"	"2,3-Dichloropropene"	1990																												0.0231	64		2.42		2150	65.86	2.31	49.56	48.15	99.0	41	0.00416		110.97	0	0	0	0	0	1	0	0	0	1	1	0		0	"NM"						0	
"542756"	"542-75-6"	231	"<Not Assigned>"	542756	"Dichloropropylene, 1,3-"	"1,3-Dichloropropylene"	"1,3-Dichloropropylene"	1987	"IRIS 4/1997, IRIS 1/2001"	0.02	30	1	"H"	"IRIS"	"5/25/2000"	0.03	100	1	"H"	"5/25/2000"	"IRIS"	0.0040	0.1	"B2"	"5/25/2000"	"IRIS"	"5/25/2000"	"IRIS"	"5/25/2000"	"IRIS"	90	200	"Carcinogen"	"Non-carcinogen"	"Mixed"	0.0269	110		2.29		2800	82.99	0.92	32.34	66.73	99.0	32	0.00355		110.97	0	1	0	1	0	1	1	0	1	1	1	1	"0"	0	"CNM"						1	200
"34077877"	"34077-87-7"	232	"<Not Assigned>"	34077877	"Dichlorotrifluoroethane"	"Dichlorotrifluoroethane"	"Dichlorotrifluoroethane"	1994																													361		2.17			97.43	0.66	98.0	1.34	99.0	26	0.0955		152.93	0	0	0	0	0	0	0	0	0	1	1	0		0	"NM"						0	
"62737"	"62-73-7"	233	"<Not Assigned>"	62737	"Dichlorvos"	"Dichlorvos"	"Dichlorvos"	1987	"IRIS 4/1997, OPP 8/2000, OPP 11/2003"	5.0E-4	100	1	"M"	"IRIS"	"6/1/1994"	5.0E-4	100			"6/1998"	"OPP"		0.0768	"C"			"8/18/1999"	"OPP"	"8/18/1999"	"OPP"	3600	1000	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.0254	47	0.0027	1.47		8000	75.26	0.86	0.35	98.79	99.0	7.7	0.000000574		220.98	0	1	0	0	0	1	1	0	1	1	1	1	"0"	0	"CNM"						1	3600
"51338273"	"51338-27-3"	234	"<Not Assigned>"	51338273	"Diclofop methyl"	"2-[4-(2,4-Dichlorophenoxy)phenoxy]propanoic acid methyl ester"	"Diclofop methyl"	1995	"OPP 8/2000, OPP 11/2003"							0.0023	100			"8/2000"	"OPP"		0.23	"B"			"5/24/2000"	"OPP"	"5/24/2000"	"OPP"	460	460	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.0716	4900	4.56E-5	4.62		0.8	95.96	37.78	0.0	62.21	99.0	1900	0.00000197		341.19	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	460
"115322"	"115-32-2"	235	"<Not Assigned>"	115322	"Dicofol"	"Dicofol"	"Dicofol"	1987	"OPP 2/1997, OPP 8/2000, OPP 11/2003"							0.0012	100			"12/1997"	"OPP"			"C"					"6/24/1992"	"OPP"	420	420	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.00925	4900		5.02		0.8	98.37	45.27	0.0	54.73	99.0	13900	0.000000242		370.49	0	0	0	0	0	1	0	0	1	1	1	0		0	"CNM"						1	420
"77736"	"77-73-6"	236	"<Not Assigned>"	77736	"Dicyclopentadiene"	"Dicyclopentadiene"	"Dicyclopentadiene"	1995	"HEAST 7/1997"	2.0E-4	10000			"HEAST"	"7/1997"	0.03	1000			"7/1997"	"HEAST"										9000	17	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.326	720		3.16		26.47	96.68	7.24	83.13	9.63	99.0	150	0.0625		132.21	0	0	0	0	0	0	0	1	0	1	1	1	"2"	0	"NM"						1	9000
"1464535"	"1464-53-5"	237	"<Not Assigned>"	1464535	"Diepoxybutane"	"Diepoxybutane"	"Diepoxybutane"	1987																												0.00269	2	7.4E-7	-0.28		1000000	75.07	0.83	0.027	99.16	99.0	3.2	0.0000000354		86.09	0	0	0	0	0	1	1	0	1	1	1	0		0	"CNM"						0	
"111422"	"111-42-2"	238	"<Not Assigned>"	111422	"Diethanolamine"	"Diethanolamine"	"Diethanolamine"	1987	"final derived, CalEPA 11/2003"	0.0030				"CalEPA"	"12/2001"	0.0014	10000		"L"	"10/23/1997"	"final derived"			"D"					"10/23/1997"	"final derived"	600	360	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.25	2		-1.43		1000000	92.06	0.36	0.0	99.63	99.0	3.2	0.0000000000387		105.14	0	1	0	0	0	1	0	0	1	1	1	1	"2"	0	"CNM"						1	600
"38727558"	"38727-55-8"	239	"<Not Assigned>"	38727558	"Diethatyl ethyl"	"Diethatyl ethyl"	"Diethatyl ethyl"	1995																												0.0641	338	2.07E-4	3.6		105	89.98	9.21	0.0	90.78	99.0	320	0.00000000603		311.81	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"64675"	"64-67-5"	240	"<Not Assigned>"	64675	"Diethyl sulfate"	"Diethyl sulfate"	"Diethyl sulfate"	1987	"final derived"														1.2	"B1"				"final derived"		"final derived"	2400	2400	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.00486	34		1.14		7000	95.12	0.22	0.053	99.73	99.0	4.3	0.00000614		154.19	0	1	0	0	0	1	1	0	1	1	1	1	"0"	0	"CNM"						1	2400
"35367385"	"35367-38-5"	241	"<Not Assigned>"	35367385	"Diflubenzuron"	"Diflubenzuron"	"Diflubenzuron"	1995	"OPP 11/2003"							0.02	100			"3/2002"	"OPP"			"E"					"4/27/1995"	"OPP"	25	25	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0439	6760		3.88		0.08	93.88	13.68	0.0	86.33	99.0	520	0.0000000046		310.69	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	25
"101906"	"101-90-6"	242	"<Not Assigned>"	101906	"Diglycidyl resorcinol ether"	"Diglycidyl resorcinol ether"	"Diglycidyl resorcinol ether"	1995																												0.581	111	6.33E-7	1.23		2960	75.2	0.88	0.0	99.12	99.0	5.1000000000000005	0.00000000028		222.24	0	0	0	0	0	0	1	1	0	1	1	0		0	"NM"						0	
"94586"	"94-58-6"	243	"<Not Assigned>"	94586	"Dihydrosafrole"	"Dihydrosafrole"	"Dihydrosafrole"	1994																												0.139	470		3.58		56.870000000000005	70.75	14.3	0.34	85.36	99.0	310	0.0000122		164.21	0	0	0	0	0	1	1	0	0	1	1	0		0	"NM"						0	
"55290647"	"55290-64-7"	244	"<Not Assigned>"	55290647	"Dimethipin (2,3,-Dihydro-5,6-dimethyl-1,4-dithiin-1,1,4,4-te"	"2,3,-Dihydro-5,6-dimethyl-1,4-dithiin-1,1,4,4-tetraoxide"	"Dimethipin"	1995	"IRIS 4/1997"							0.02	100	1	"H"	"5/1/1990"	"IRIS"			"C"					"10/1/1993"	"IRIS"	25	25	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.346	42		-0.17		4600	45.43	2.38	0.0	97.6	99.0	5.3	0.000000000023		210.27	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	25
"60515"	"60-51-5"	245	"<Not Assigned>"	60515	"Dimethoate"	"Dimethoate"	"Dimethoate"	1995	"OPP 11/2003"							5.0E-4	100			"3/2002"	"OPP"			"C"					"8/29/1991"	"OPP"	1000	1000	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.214	11	7.56E-5	0.78		25000	45.49	2.42	0.0	97.58	99.0	2	0.000000000105		229.26	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	1000
"119904"	"119-90-4"	246	"<Not Assigned>"	119904	"Dimethoxybenzidine, 3,3'- (Dianisidine)"	"3,3'-Dimethoxybenzidine (Dianisidine)"	"3,3'-Dimethoxybenzidine"	1987	"HEAST 7/1997"														0.014	"B2"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	28	28	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.364	460		1.81		60	46.15	2.77	0.0	97.23	99.0	14	0.000000000047		244.3	0	1	0	0	0	1	1	0	1	1	1	0		0	"CNM"						1	28
"20325400"	"20325-40-0"	247	"<Not Assigned>"	20325400	"Dimethoxybenzidine dihydrochloride"	"3,3'-Dimethoxybenzidine dihydrochloride (o-Dianisidine dihydrochloride)"	"3,3'-Dimethoxybenzidine dihydrochloride"	1995																												0.364	93		2.08		724	45.56	2.46	0.0	97.54	99.0	4	0.000000000000181		244.3	0	0	0	0	0	0	1	1	0	1	1	0		0	"NM"						0	
"111984099"	"111984-09-9"	248	"<Not Assigned>"	111984099	"Dimethoxybenzidine hydrochloride,3,3'-"	"3,3'-Dimethoxybenzidine hydrochloride (o-Dianisidine hydrochloride)"	"3,3'-Dimethoxybenzidine hydrochloride"	1995																																		46.15	2.77	0.0	97.23	99.0					0	0	0	0	0	0	1	1	0	1	1	0		0	"NM"						0	
